backbone,controls,margin_thresh,momentum,decay_factor,shot_capacity,type,dataset,accuracy,latency_ms
ViT-B/16,baseline,5.0,0.9,0.999,2,OOD,ImageNet-A,60.24,787.96
ViT-B/16,baseline,5.0,0.9,0.999,2,cross-domain,DTD,45.15,22.7
