backbone,controls,margin_thresh,momentum,decay_factor,shot_capacity,type,dataset,accuracy,latency_ms
RN50,decay,5.0,0.9,1.0,3,OOD,ImageNet-A,30.98,696.53
RN50,decay,5.0,0.9,1.0,3,cross-domain,DTD,43.56,19.43
