backbone,controls,margin_thresh,momentum,decay_factor,shot_capacity,type,dataset,accuracy,latency_ms
ViT-B/16,margin,5.0,0.9,0.999,3,OOD,ImageNet-A,59.41,467.63
ViT-B/16,margin,5.0,0.9,0.999,3,cross-domain,DTD,41.19,23.37
