backbone,controls,margin_thresh,momentum,decay_factor,shot_capacity,type,dataset,accuracy,latency_ms
RN50,margin,1.0,0.9,0.999,3,OOD,ImageNet-A,30.81,879.18
RN50,margin,1.0,0.9,0.999,3,OOD,ImageNet-V2,55.01,608.24
RN50,margin,1.0,0.9,0.999,3,cross-domain,DTD,41.19,21.73
RN50,margin,1.0,0.9,0.999,3,cross-domain,StanfordCars,56.2,74.51
