backbone,controls,margin_thresh,momentum,decay_factor,shot_capacity,type,dataset,accuracy,latency_ms
ViT-B/16,momentum,5.0,0.95,0.999,3,OOD,ImageNet-A,60.22,758.7
ViT-B/16,momentum,5.0,0.95,0.999,3,cross-domain,DTD,45.39,22.32
