backbone,controls,margin_thresh,momentum,decay_factor,shot_capacity,type,dataset,accuracy,latency_ms
RN50,margin,0.0,0.9,0.999,3,OOD,ImageNet-A,30.98,521.24
RN50,margin,0.0,0.9,0.999,3,OOD,ImageNet-V2,55.19,665.76
RN50,margin,0.0,0.9,0.999,3,cross-domain,DTD,43.74,22.83
RN50,margin,0.0,0.9,0.999,3,cross-domain,StanfordCars,57.22,67.78
