backbone,controls,margin_thresh,momentum,decay_factor,shot_capacity,type,dataset,accuracy,latency_ms
RN50,momentum,5.0,0.9,0.999,3,OOD,ImageNet-A,30.85,552.06
RN50,momentum,5.0,0.9,0.999,3,cross-domain,DTD,43.03,17.0
